Year,Estimated Value,Sale Price,Residential,Month,Quarter,rooms_per_bathroom,price_per_sqft,price_to_estimated_ratio,value_area_interaction,rooms_area_interaction,area_per_room,is_recent_sale,Locality_Fairfield,Locality_Greenwich,Locality_Norwalk,Locality_Stamford,Locality_Unknown,Locality_Waterbury,Locality_West Hartford,Property_Four Family,Property_Single Family,Property_Three Family,Property_Two Family,Face_North,Face_South,Face_West
2011,639100.0,400000.0,3,12,4,1.5,322.1908981071285,0.6258801439524331,793442650.0,7449.0,206.91666666666666,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2011,209650.0,234000.0,1,12,4,3.0,244.5141065830721,1.1161459575482948,200635050.0,2871.0,319.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2011,131950.0,27000.0,2,12,4,2.0,21.747885622231173,0.2046229632436529,163815925.0,4966.0,310.375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011,128100.0,75000.0,1,12,4,1.5,75.07507507507508,0.585480093676815,127971900.0,2997.0,333.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2011,482300.0,435000.0,1,12,4,1.0,435.87174348697397,0.9019282604188265,481335400.0,2994.0,332.6666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2011,131950.0,180200.0,1,12,4,3.0,186.92946058091286,1.365668813944676,127199800.0,2892.0,321.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,142200.0,129900.0,2,12,4,1.3333333333333333,104.63149416028998,0.9135021097046413,176541300.0,4966.0,310.375,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2011,257950.0,368000.0,1,12,4,1.0,340.1109057301294,1.4266330684241133,279101900.0,3246.0,360.6666666666667,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2011,464380.0,425000.0,1,12,4,1.0,469.6132596685083,0.9151987596365045,420263900.0,2715.0,301.6666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2011,618820.0,675000.0,1,12,4,1.5,677.710843373494,1.0907856888917618,616344720.0,2988.0,332.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2011,188050.0,149900.0,1,12,4,3.0,148.41584158415841,0.7971284232916778,189930500.0,3030.0,336.6666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2011,236705.0,137000.0,1,12,4,1.5,129.48960302457468,0.5787794934623265,250433890.0,3174.0,352.6666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2011,841231.25,1262000.0,1,12,4,1.0,1370.2497285559175,1.5001820248593951,774773981.25,2763.0,307.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2011,148360.0,28000.0,2,12,4,1.0,22.553362867498993,0.18873011593421407,184188940.0,4966.0,310.375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011,169450.0,45731.0,2,12,4,1.3333333333333333,36.83527990334273,0.2698790203599882,210372175.0,4966.0,310.375,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2011,380240.0,515000.0,1,12,4,1.5,562.8415300546449,1.3544077424784347,347919600.0,2745.0,305.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2011,137660.0,145000.0,2,12,4,1.3333333333333333,116.79420056383407,1.0533197733546418,170904890.0,4966.0,310.375,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2011,126990.0,69000.0,3,12,4,1.2,55.57792992347966,0.5433498700685093,157658085.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2011,295540.0,780000.0,1,12,4,1.0,749.2795389048991,2.639236651553089,307657140.0,3123.0,347.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2011,841231.25,1335000.0,1,12,4,3.0,1433.9419978517724,1.5869595904812144,783186293.75,2793.0,310.3333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2011,180100.0,120000.0,1,12,4,1.0,127.25344644750795,0.6662965019433648,169834300.0,2829.0,314.3333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2011,88910.0,20500.0,3,12,4,1.5,16.512283527990334,0.23057023956810258,110381765.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2011,234710.0,325000.0,1,12,4,3.0,350.2155172413793,1.3846874866856973,217810880.0,2784.0,309.3333333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2011,116360.0,85000.0,2,12,4,1.0,68.46556584776481,0.7304915778618082,144460940.0,4966.0,310.375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011,551320.0,762500.0,1,12,4,3.0,767.8751258811682,1.3830443299717043,547460760.0,2979.0,331.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2011,166050.0,183000.0,3,12,4,1.5,147.40233588401128,1.1020776874435412,206151075.0,7449.0,206.91666666666666,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2011,405400.0,422000.0,1,12,4,1.5,419.4831013916501,1.0409472126295016,407832400.0,3018.0,335.3333333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2011,147840.0,188000.0,1,12,4,1.5,173.27188940092165,1.2716450216450217,160406400.0,3255.0,361.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2011,129710.0,179900.0,1,12,4,1.0,178.64945382323734,1.3869400971397734,130617970.0,3021.0,335.6666666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011,213300.0,260000.0,1,12,4,1.0,254.40313111545987,1.2189404594467885,217992600.0,3066.0,340.6666666666667,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,362420.0,410000.0,1,1,1,3.0,385.7008466603951,1.1312841454665856,385252460.0,3189.0,354.3333333333333,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2012,88910.0,112000.0,2,1,1,1.3333333333333333,90.21345146999597,1.2597008210549994,110381765.0,4966.0,310.375,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2012,593780.0,590000.0,1,1,1,1.0,590.5905905905906,0.9936340058607566,593186220.0,2997.0,333.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2012,139780.0,20000.0,3,1,1,1.0,16.109544905356422,0.14308198597796537,173536870.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2012,236705.0,290000.0,1,1,1,1.0,269.2664809656453,1.225153672292516,254931285.0,3231.0,359.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2012,200000.0,315000.0,1,1,1,3.0,327.78355879292405,1.575,192200000.0,2883.0,320.3333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,732760.0,1202500.0,1,1,1,1.0,1206.1183550651956,1.6410557344833234,730561720.0,2991.0,332.3333333333333,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2012,171600.0,212998.0,1,1,1,1.0,213.2112112112112,1.2412470862470864,171428400.0,2997.0,333.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,299880.0,215000.0,1,1,1,1.0,228.23779193205945,0.716953448045885,282486960.0,2826.0,314.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2012,158280.0,110000.0,3,1,1,1.2,88.60249697946033,0.694970937578974,196504620.0,7449.0,206.91666666666666,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2012,103680.0,100000.0,2,1,1,1.0,80.54772452678212,0.9645061728395061,128718720.0,4966.0,310.375,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2012,282730.0,76750.0,1,1,1,3.0,80.11482254697286,0.2714604039189333,270855340.0,2874.0,319.3333333333333,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2012,221800.0,325500.0,1,1,1,3.0,315.10164569215874,1.4675383228133454,229119400.0,3099.0,344.3333333333333,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2012,135450.0,36000.0,3,1,1,1.0,28.99718082964156,0.26578073089701,168161175.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2012,131950.0,130000.0,1,1,1,3.0,132.6530612244898,0.9852216748768473,129311000.0,2940.0,326.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,142990.0,99900.0,1,1,1,3.0,100.0,0.6986502552626058,142847010.0,2997.0,333.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2012,173300.0,239640.0,1,1,1,1.5,242.30535894843277,1.382804385458742,171393700.0,2967.0,329.6666666666667,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,131950.0,57000.0,3,1,1,1.2,45.91220298026581,0.4319818112921561,163815925.0,7449.0,206.91666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2012,819560.0,760000.0,1,1,1,1.0,732.1772639691715,0.9273268583142174,850703280.0,3114.0,346.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2012,360400.0,300000.0,1,1,1,1.5,315.45741324921136,0.832408435072142,342740400.0,2853.0,317.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012,385070.0,598000.0,1,1,1,1.0,555.2460538532962,1.5529643960838289,414720390.0,3231.0,359.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2012,255780.0,320000.0,2,1,1,1.0,257.75271848570276,1.2510751427007585,317550870.0,4966.0,310.375,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2012,841231.25,1335000.0,1,1,1,1.5,1281.190019193858,1.5869595904812144,876562962.5,3126.0,347.3333333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2012,88910.0,110000.0,1,1,1,3.0,110.22044088176352,1.2372061635361602,88732180.0,2994.0,332.6666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2012,169910.0,113000.0,2,1,1,2.0,91.64639091646391,0.6650579718674593,209499030.0,4932.0,308.25,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012,138120.0,145000.0,1,1,1,1.0,145.14514514514514,1.0498117578916883,137981880.0,2997.0,333.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2012,509180.0,200000.0,2,1,1,1.0,161.09544905356424,0.39278840488628775,632146970.0,4966.0,310.375,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2012,173090.0,192000.0,1,1,1,1.0,185.14946962391514,1.1092495233693453,179494330.0,3111.0,345.6666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012,36760.0,136000.0,1,1,1,1.5,127.57973733583489,3.6996735582154514,39186160.0,3198.0,355.3333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,642280.0,745000.0,1,1,1,1.5,682.8597616865261,1.1599302484897553,700727480.0,3273.0,363.6666666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2012,294910.0,225000.0,1,1,1,1.5,211.06941838649155,0.7629446271743922,314374060.0,3198.0,355.3333333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2012,144050.0,220000.0,1,1,1,1.0,211.13243761996162,1.5272474835126693,150100100.0,3126.0,347.3333333333333,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2012,104210.0,17500.0,1,1,1,1.0,18.636847710330137,0.16793014106131848,97853190.0,2817.0,313.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2012,216820.0,323000.0,1,1,1,1.5,352.6200873362445,1.48971497094364,198607120.0,2748.0,305.3333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2012,353010.0,355000.0,1,1,1,1.0,383.7837837837838,1.0056372340726891,326534250.0,2775.0,308.3333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2012,131950.0,155000.0,1,1,1,1.5,142.85714285714286,1.1746873815839334,143165750.0,3255.0,361.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2012,131950.0,95400.0,1,1,1,3.0,95.78313253012048,0.7230011367942403,131422200.0,2988.0,332.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2012,160080.0,30500.0,3,1,1,1.5,24.567055980668545,0.1905297351324338,198739320.0,7449.0,206.91666666666666,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2012,841231.25,1335000.0,1,1,1,1.0,1438.5775862068965,1.5869595904812144,780662600.0,2784.0,309.3333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,333450.0,300000.0,1,1,1,1.0,295.85798816568047,0.899685110211426,338118300.0,3042.0,338.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2012,265160.0,280000.0,1,1,1,1.5,263.4054562558796,1.0559662090813093,281865080.0,3189.0,354.3333333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2012,382270.0,435000.0,2,1,1,2.0,350.3826016915022,1.1379391529547178,474588205.0,4966.0,310.375,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
2012,264900.0,270000.0,1,2,1,1.5,258.86864813039307,1.0192525481313703,276290700.0,3129.0,347.6666666666667,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2012,131950.0,105000.0,3,2,1,1.2,84.57511075312122,0.7957559681697612,163815925.0,7449.0,206.91666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2012,150700.0,145000.0,1,2,1,1.5,154.9145299145299,0.962176509621765,141055200.0,2808.0,312.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2012,132200.0,182000.0,1,2,1,3.0,182.18218218218217,1.3767019667170952,132067800.0,2997.0,333.0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2012,467950.0,682000.0,1,2,1,1.0,724.7608926673752,1.457420664600919,440340950.0,2823.0,313.6666666666667,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2012,137550.0,148500.0,2,2,1,2.0,119.61337092227144,1.0796074154852782,170768325.0,4966.0,310.375,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2012,494690.0,385000.0,2,2,1,2.0,310.10873942811116,0.7782651761709354,614157635.0,4966.0,310.375,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2012,297420.0,275000.0,1,2,1,1.0,270.1375245579568,0.924618384775738,302773560.0,3054.0,339.3333333333333,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012,171440.0,69287.0,2,2,1,2.0,55.809101892871524,0.40414722351843213,212842760.0,4966.0,310.375,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2012,337190.0,465000.0,1,2,1,1.5,477.9033915724563,1.379044455648151,328085870.0,2919.0,324.3333333333333,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012,186550.0,223000.0,1,2,1,1.5,215.0433944069431,1.1953899758777808,193452350.0,3111.0,345.6666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012,131950.0,300000.0,3,2,1,1.2,241.64317358034634,2.2735884804850324,163815925.0,7449.0,206.91666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2012,94680.0,155412.0,1,2,1,1.0,167.10967741935485,1.641444866920152,88052400.0,2790.0,310.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2012,442430.0,380000.0,3,2,1,1.0,306.08135320177206,0.8588929322152656,549276845.0,7449.0,206.91666666666666,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2012,194160.0,284000.0,1,2,1,1.0,290.3885480572597,1.4627111660486196,189888480.0,2934.0,326.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2012,209650.0,715000.0,1,2,1,1.5,700.9803921568628,3.4104459813975674,213843000.0,3060.0,340.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,296230.0,339000.0,1,2,1,3.0,315.0557620817844,1.1443810552611147,318743480.0,3228.0,358.6666666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012,256620.0,288000.0,1,2,1,3.0,298.1366459627329,1.1222819733458032,247894920.0,2898.0,322.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2012,140370.0,160000.0,3,2,1,1.0,128.87635924285138,1.1398446961601483,174269355.0,7449.0,206.91666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2012,382130.0,495500.0,1,2,1,3.0,455.00459136822775,1.2966791406065998,416139570.0,3267.0,363.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2012,172160.0,206000.0,1,2,1,3.0,206.20620620620622,1.196561338289963,171987840.0,2997.0,333.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2012,841231.25,1335000.0,1,2,1,1.5,1386.2928348909657,1.5869595904812144,810105693.75,2889.0,321.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2012,88530.0,50000.0,1,2,1,1.5,48.923679060665364,0.5647803004631199,90477660.0,3066.0,340.6666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2012,217880.0,114741.0,2,2,1,1.3333333333333333,92.42126459927508,0.5266247475674684,270498020.0,4966.0,310.375,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2012,109830.0,160000.0,1,2,1,1.0,156.86274509803923,1.456796867886734,112026600.0,3060.0,340.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2012,841231.25,1335000.0,1,2,1,3.0,1384.8547717842323,1.5869595904812144,810946925.0,2892.0,321.3333333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2012,283990.0,365000.0,1,2,1,3.0,383.80651945320716,1.2852565231170112,270074490.0,2853.0,317.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2012,841231.25,1335000.0,1,2,1,3.0,1465.422612513721,1.5869595904812144,766361668.75,2733.0,303.6666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2012,841231.25,1335000.0,1,2,1,3.0,1480.0443458980044,1.5869595904812144,758790587.5,2706.0,300.6666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2012,410650.0,436000.0,1,2,1,1.5,454.6402502606882,1.0617314014367467,393813350.0,2877.0,319.6666666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2012,256700.0,395000.0,1,2,1,1.5,414.4805876180483,1.5387611998441761,244635100.0,2859.0,317.6666666666667,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2012,119870.0,70000.0,1,2,1,1.5,64.69500924214418,0.5839659631267207,129699340.0,3246.0,360.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2012,236705.0,285000.0,1,2,1,1.5,282.1782178217822,1.2040303331150588,239072050.0,3030.0,336.6666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2012,209650.0,130000.0,1,2,1,3.0,129.87012987012986,0.6200810875268304,209859650.0,3003.0,333.6666666666667,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,584260.0,675000.0,1,2,1,1.0,675.6756756756756,1.155307568548249,583675740.0,2997.0,333.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2012,841231.25,635000.0,1,2,1,1.0,620.7233626588466,0.754845947532263,860579568.75,3069.0,341.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2012,117330.0,35000.0,1,2,1,3.0,36.57262277951933,0.2983039290888946,112284810.0,2871.0,319.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2012,306950.0,299000.0,1,2,1,1.5,325.7080610021786,0.9741000162892979,281780100.0,2754.0,306.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2012,290220.0,180000.0,1,2,1,1.5,184.4262295081967,0.6202191440975812,283254720.0,2928.0,325.3333333333333,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2012,241900.0,327500.0,1,2,1,3.0,303.5217794253939,1.3538652335675898,261010100.0,3237.0,359.6666666666667,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,276920.0,337000.0,1,2,1,1.5,316.13508442776737,1.2169579661996244,295196720.0,3198.0,355.3333333333333,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2012,146650.0,185400.0,1,2,1,1.0,172.7865796831314,1.264234572110467,157355450.0,3219.0,357.6666666666667,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2012,88910.0,40000.0,3,2,1,1.5,32.219089810712845,0.4498931503767855,110381765.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2012,86140.0,35200.0,1,2,1,1.5,32.087511394712855,0.4086371023914558,94495580.0,3291.0,365.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2012,138030.0,71500.0,1,2,1,3.0,71.57157157157157,0.5180033326088531,137891970.0,2997.0,333.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2012,153000.0,29000.0,3,2,1,1.0,23.358840112766813,0.1895424836601307,189949500.0,7449.0,206.91666666666666,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2012,295540.0,1335000.0,1,2,1,1.5,1284.8893166506257,4.517155038235095,307066060.0,3117.0,346.3333333333333,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2012,207800.0,292500.0,1,3,1,3.0,284.25655976676387,1.4076034648700673,213826200.0,3087.0,343.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,116610.0,4484.0,3,3,1,1.5,3.6117599677809102,0.03845296286767859,144771315.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012,259800.0,312500.0,1,3,1,3.0,284.8678213309025,1.2028483448806775,285000600.0,3291.0,365.6666666666667,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2012,380660.0,455000.0,1,3,1,3.0,486.1111111111111,1.1952923869069512,356297760.0,2808.0,312.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2012,778050.0,913000.0,1,3,1,3.0,830.7552320291173,1.1734464366043313,855076950.0,3297.0,366.3333333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2012,206150.0,200000.0,1,3,1,1.0,200.20020020020021,0.9701673538685424,205943850.0,2997.0,333.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,121780.0,165000.0,1,3,1,1.0,165.16516516516518,1.3549022828050583,121658220.0,2997.0,333.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,110560.0,74000.0,2,3,1,1.0,59.60531614981877,0.6693198263386396,137260240.0,4966.0,310.375,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2012,405400.0,202000.0,1,3,1,1.0,206.7553735926305,0.49827331031080413,396075800.0,2931.0,325.6666666666667,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2012,134820.0,43000.0,3,3,1,1.5,42.115572967678744,0.31894377688770215,137651220.0,6126.0,170.16666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,131950.0,250000.0,2,3,1,1.3333333333333333,201.3693113169553,1.8946570670708602,163815925.0,4966.0,310.375,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2012,145900.0,187000.0,1,3,1,1.0,202.60021668472373,1.2816997943797122,134665700.0,2769.0,307.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2012,135790.0,25000.0,3,3,1,1.0,20.13693113169553,0.18410781353560646,168583285.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2012,258580.0,300000.0,2,3,1,1.3333333333333333,241.64317358034634,1.1601825353855673,321027070.0,4966.0,310.375,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
2012,841231.25,1335000.0,1,3,1,3.0,1270.218839200761,1.5869595904812144,884134043.75,3153.0,350.3333333333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2012,254590.0,269000.0,1,3,1,1.0,270.08032128514054,1.0566008091441141,253571640.0,2988.0,332.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2012,236705.0,738500.0,1,3,1,3.0,739.2392392392393,3.1199171965104244,236468295.0,2997.0,333.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
2012,90671.0,128961.0,4,3,1,1.3333333333333333,103.87515102698349,1.4222959932062071,112568046.5,9932.0,155.1875,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2012,296700.0,425000.0,1,3,1,1.0,388.48263254113346,1.43242332322211,324589800.0,3282.0,364.6666666666667,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,295540.0,99900.0,1,3,1,3.0,93.3644859813084,0.33802530960276106,316227800.0,3210.0,356.6666666666667,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2012,155600.0,162500.0,2,3,1,2.0,130.89005235602093,1.044344473007712,193177400.0,4966.0,310.375,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012,135850.0,125000.0,1,3,1,1.5,138.5809312638581,0.9201324990798675,122536700.0,2706.0,300.6666666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2012,159980.0,109500.0,3,3,1,1.5,88.19975835682642,0.6844605575696963,198615170.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2012,431890.0,470500.0,1,3,1,1.0,502.6709401709402,1.0893977633193637,404249040.0,2808.0,312.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2012,388090.0,450000.0,1,3,1,1.0,455.4655870445344,1.1595248524826716,383432920.0,2964.0,329.3333333333333,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2012,403900.0,540000.0,1,3,1,1.0,594.059405940594,1.336964595196831,367145100.0,2727.0,303.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2012,107580.0,136000.0,1,3,1,1.5,147.34561213434452,1.2641754973043318,99296340.0,2769.0,307.6666666666667,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2012,494690.0,305000.0,2,3,1,1.0,245.67055980668547,0.6165477369665852,614157635.0,4966.0,310.375,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2012,214740.0,436480.0,1,3,1,1.5,427.5024485798237,2.032597559839806,219249540.0,3063.0,340.3333333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2012,841231.25,1100000.0,1,3,1,1.5,1097.804391217565,1.307607153205495,842913712.5,3006.0,334.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2012,201570.0,170000.0,4,3,1,1.3333333333333333,136.93113169552961,0.8433794711514611,250249155.0,9932.0,155.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,504420.0,633000.0,1,3,1,3.0,613.9670223084385,1.2549066254311882,520057020.0,3093.0,343.6666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2012,110940.0,36138.0,3,3,1,1.0,29.10833668948852,0.325743645213629,137732010.0,7449.0,206.91666666666666,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2012,132070.0,65000.0,3,3,1,1.0,52.35602094240838,0.4921632467630802,163964905.0,7449.0,206.91666666666666,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2012,304010.0,348000.0,1,3,1,1.5,320.1471941122355,1.144699187526726,330458870.0,3261.0,362.3333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2012,320950.0,355000.0,1,3,1,1.5,384.61538461538464,1.1060912914784233,296236850.0,2769.0,307.6666666666667,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2012,83020.0,48100.0,1,3,1,3.0,48.53683148335015,0.5793784630209589,82272820.0,2973.0,330.3333333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2012,386840.0,490000.0,1,3,1,1.0,448.71794871794873,1.2666735601282184,422429280.0,3276.0,364.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
