Id,MSSubClass,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,PoolQC,YrSold,SalePrice,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_RRAe,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Stone,Foundation_Wood,Heating_GasW,Heating_Grav,Heating_OthW,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,Street_Pave,Utilities_NoSeWa,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandSlope_Mod,LandSlope_Sev,TotalSF,Total_Bathrooms,RemodAge,HouseAge,OverallQualArea,QualityScore,TotalPorch
355,50,1.6313704001963978,2.3061891929526412,6,1940,2000,0.0,2,2,2,2,1,,1.9406936156614254,,0.0,552,2.0601240469849396,4,2.0899148078203313,403,2.125281617902655,0,0,1,0,2,2,6,7,2,3,1940.0,,1,240,2,2,2,0.0,0.0,0,2006,140000,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,407.15003885480525,1.0,6,66,2442.9002331288316,30,1.7389471062414084
356,20,1.7340313214932865,2.3348706023142176,6,1995,1995,0.0,3,3,3,3,1,,1.9189984754722385,,1.0,322,2.0907411873032014,4,2.0907411873032014,0,2.0907411873032014,1,0,2,0,3,3,6,7,0,0,1995.0,,2,521,2,2,2,0.0,1.4576463830228739,0,2007,177500,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,4.181482374606403,3.0,12,12,25.088894247638414,30,1.4576463830228739
357,20,1.6466671712706678,2.3157254507475704,6,1992,1992,1.7356879059276584,2,2,3,2,1,,1.9919374395287388,,0.0,598,2.0863318542781917,3,2.0872916690681738,0,2.0872916690681738,1,0,2,0,3,3,6,7,0,0,1992.0,,2,400,2,2,2,1.757131886054717,1.4576463830228739,0,2009,173000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,4.173623523346365,3.0,17,17,25.041741140078194,36,1.4576463830228739
358,120,1.570002974208493,2.235245269447828,5,1976,1976,0.0,2,2,3,2,1,,2.050813631392442,,0.0,268,2.0846046478524793,2,2.0846046478524793,0,2.0846046478524793,1,0,1,1,3,2,6,7,1,1,1976.0,,2,528,2,2,2,1.9694829896051946,1.7067206012930416,0,2007,134000,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,4.169209295704959,2.5,31,31,20.846046478524794,25,1.7067206012930416
359,80,1.710657776180059,2.286837689109184,5,1958,1958,1.757131886054717,2,2,2,2,3,,1.9031681972312866,,1.0,468,2.0755402387771773,4,2.105362622341881,0,2.105362622341881,0,1,1,0,3,3,6,5,0,0,1958.0,,1,288,2,2,2,1.8131782269605679,0.0,0,2006,130000,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,4.180902861119058,1.5,48,48,20.904514305595292,20,1.9001616577562157
360,60,1.6807250824647135,2.3411961423692835,8,1998,1998,1.9844111006657337,3,2,3,2,3,,2.062270381445476,,0.0,130,2.078338043940251,4,2.078338043940251,838,2.1474133708646814,1,0,2,1,3,3,7,7,1,2,1998.0,,2,592,2,2,2,1.8472468792313919,1.6734888160092363,0,2006,280000,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,842.1566760878806,3.5,8,8,6737.253408703044,40,2.673488816009236
361,85,1.6684735252826461,2.2953701354921927,6,1978,1978,0.0,2,2,3,2,3,,2.0349111004034803,,0.0,115,2.052853341898967,4,2.0562670608453133,0,2.0562670608453133,1,0,1,0,2,2,5,7,1,2,1978.0,,2,470,2,2,2,0.0,0.0,0,2007,156000,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,4.1091204027442805,2.0,29,29,24.65472241646568,36,1.0
362,50,1.6034785735048491,2.314608774042227,5,1940,1982,0.0,2,2,2,2,1,,1.9446900546295833,,0.0,484,2.0521290613815477,3,2.0664442328678336,517,2.1183271516201723,1,0,1,0,3,2,8,7,0,0,1940.0,,1,240,2,2,0,0.0,0.0,0,2008,145000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,521.1185732942494,2.0,26,68,2605.592866471247,25,0.0
365,60,1.6853704905634923,2.383396613260916,6,1976,1976,1.757131886054717,2,2,3,2,2,,2.0241245605340272,,0.0,84,2.038730827268529,2,2.037746505722867,784,2.1236988947441167,1,0,2,1,3,2,6,7,1,2,1976.0,,2,566,2,2,2,1.9061066457543656,1.7437063358613225,0,2006,190000,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,788.0764773329914,3.5,30,30,4728.458863997948,30,1.7437063358613225
366,70,1.6281310150671582,2.3299237183895487,5,1920,1997,0.0,2,3,2,1,1,,1.9635652888016641,,0.0,216,2.0164678395268,3,2.0164678395268,672,2.1046400375135943,0,0,1,0,3,2,6,7,0,0,1964.0,,1,468,2,1,2,0.0,1.7681175901689328,0,2009,147000,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,676.0329356790536,1.0,12,89,3380.164678395268,35,3.6227065788064885
367,20,1.6684735252826461,2.3183750070955895,6,1963,1963,1.873866006687491,2,2,3,2,1,,2.00329712623176,,0.0,785,2.1090791872033936,3,2.1090791872033936,0,2.1090791872033936,1,0,1,1,3,2,6,7,2,3,1963.0,,2,514,2,2,2,0.0,1.6759380249901916,0,2009,159000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,4.218158374406787,2.5,46,46,25.308950246440723,30,2.6759380249901916
368,80,1.7272161148848966,2.314673576163118,6,1962,1962,1.9056215095903026,2,2,3,2,3,,1.934255909204192,,0.0,728,2.079824650632536,3,2.1122508015139982,0,2.1122508015139982,0,1,1,0,3,2,6,7,1,3,1962.0,,1,296,2,2,2,1.6437209301888343,1.742136743805324,0,2008,165000,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,4.192075452146534,1.5,46,46,25.152452712879207,30,1.742136743805324
369,20,1.6807250824647135,2.2987785783597547,5,1954,1954,1.8410740844298052,2,2,2,2,1,,1.9869724729359572,,0.0,728,2.0975251024866655,3,2.0975251024866655,0,2.0975251024866655,0,0,1,0,2,2,7,7,1,3,1954.0,,1,244,2,2,2,0.0,1.7218947624700471,0,2010,132000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,4.195050204973331,1.0,56,56,20.975251024866655,30,1.7218947624700471
370,20,1.6684735252826461,2.3217302431570377,5,1959,2006,0.0,2,3,2,2,1,,1.6659050929776016,,1.0,733,2.075658227702066,4,2.099347828635557,0,2.099347828635557,1,0,1,0,3,3,7,7,1,3,1997.0,,2,576,2,2,2,1.9315065352001681,1.358504720646626,0,2010,162000,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,4.175006056337622,2.0,4,51,20.87503028168811,35,2.358504720646626
371,60,1.6466671712706678,2.3028182366385783,6,2000,2000,0.0,2,2,3,2,1,,0.0,,0.0,953,2.0618710394475777,4,2.0618710394475777,711,2.130322423823874,0,0,2,1,3,2,7,7,1,2,2000.0,,2,460,2,2,2,1.7254630513334037,1.5504460211620947,0,2006,172400,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,715.1237420788951,2.5,6,6,4290.742452473371,30,1.5504460211620947
373,120,1.5957092304038698,2.2903604155518957,6,1984,1984,0.0,2,2,3,2,1,,2.006353291328953,,1.0,0,2.0299077797724374,2,2.031309721902906,0,2.031309721902906,1,0,1,0,2,2,4,7,0,0,1984.0,,1,264,2,2,2,1.9270617593861936,0.0,0,2010,125000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,4.061217501675344,2.0,26,26,24.367305010052064,30,1.0
374,20,1.6830650011356274,2.3294125692997993,5,1953,1953,0.0,2,2,2,2,1,,1.9546513926697417,,1.0,0,2.00307578946493,2,2.102350493221507,0,2.102350493221507,1,0,1,0,3,2,5,5,0,0,1953.0,,1,270,2,2,2,1.6495606454510718,0.0,0,2009,123000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,4.105426282686437,2.0,56,56,20.527131413432187,30,0.0
375,60,1.6466671712706678,2.3037855099089155,7,2003,2004,0.0,3,2,3,2,1,,0.0,,0.0,847,2.04677379352855,4,2.04677379352855,1081,2.1476557616019933,0,0,2,1,4,3,8,7,1,3,2003.0,,2,434,2,2,2,1.7254630513334037,1.5875644833216505,0,2007,219500,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,1085.0935475870572,2.5,3,4,7595.6548331094,35,1.5875644833216505
376,30,1.6481203937785114,2.32360640582834,1,1922,1950,0.0,1,1,1,1,3,,1.9258220450052628,,0.0,333,2.0186238121535522,3,2.055140517070435,0,2.055140517070435,1,0,0,1,1,1,4,3,0,0,0.0,0.0,0,0,0,0,2,0.0,0.0,0,2009,61000,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,4.073764329223987,1.5,59,87,4.073764329223987,1,0.0
377,85,1.6214540309583532,2.311330113344677,5,1996,1996,0.0,3,2,3,2,3,,1.9021737291891518,,0.0,572,2.0502240856927894,4,2.0565469575305078,0,2.0565469575305078,0,0,1,0,2,2,5,7,0,0,1998.0,,2,576,2,2,2,0.0,0.0,0,2006,148000,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,4.106771043223297,1.0,10,10,20.533855216116486,25,0.0
378,60,1.7289490519659823,2.3339535689684254,8,2004,2005,0.0,3,2,3,2,1,,0.0,,0.0,1580,2.124153500932492,4,2.124153500932492,886,2.175973488065293,0,0,3,0,4,3,8,7,1,3,2004.0,,2,610,2,2,2,1.804210600378433,1.8516996259697707,0,2007,340000,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,890.248307001865,3.0,2,3,7121.98645601492,40,1.8516996259697707
379,20,1.7026798402849839,2.3361098013689214,9,2010,2010,1.9258220450052628,3,2,4,2,3,,2.1134269884980657,,0.0,411,2.143204476348984,4,2.143204476348984,0,2.143204476348984,1,0,1,1,1,4,8,7,1,4,2010.0,,3,834,2,2,2,1.7467966996992919,0.0,0,2010,394432,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,4.286408952697968,2.5,0,0,38.577680574281715,18,0.0
380,60,1.6313704001963978,2.3028428520413557,6,2000,2000,1.3437034446606386,2,2,3,2,1,,0.0,,0.0,982,2.0656733334174624,4,2.0688510913836287,793,2.1396069221994747,0,0,2,1,3,2,7,7,1,2,2000.0,,2,463,2,2,2,1.7254630513334037,1.6407200993500939,0,2009,179000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,797.134524424801,2.5,9,9,4782.8071465488065,30,1.6407200993500939
381,50,1.5957092304038698,2.2531209847743163,5,1924,1950,0.0,2,2,2,2,1,,1.8545889886375557,,0.0,808,2.071207385110273,2,2.071207385110273,665,2.1322316169764783,0,0,2,0,3,3,6,7,1,3,1924.0,,1,308,2,2,2,0.0,0.0,0,2010,127000,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,669.1424147702205,2.0,60,86,3345.7120738511026,30,1.870734136494135
382,20,1.6313704001963978,2.290712409213045,7,2006,2006,0.0,3,2,3,3,1,,0.0,,0.0,1293,2.0999171624480453,4,2.100671681796611,0,2.100671681796611,1,0,2,0,2,3,5,7,1,3,2006.0,,2,572,2,2,2,1.8531520084405109,1.7585509609170316,0,2006,187750,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,4.200588844244656,3.0,0,0,29.404121909712593,35,1.7585509609170316
383,60,1.6830650011356274,2.3156934325347986,7,2006,2006,0.0,3,2,3,2,3,,0.0,,0.0,939,2.059988537354588,4,2.059988537354588,858,2.13941067989401,0,0,2,1,3,3,8,7,0,0,2006.0,,2,639,2,2,2,1.7878742218230284,1.607232291151654,0,2007,213500,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,862.1199770747091,2.5,1,1,6034.839839522964,35,1.607232291151654
